OBJECTID,name,description,pic_url,thumb_url,categoryID,artifactID,categoryName,lat,long,score,icon_color,Tab_Name
779,Mower,.1 CAST IRON FRAME & WHEELS// WOOD & METAL LEVERS/ METAL FITTINGS,http://source.techno-science.ca/artifacts-artefacts/images/1967.0216.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1967.0216.001.aa.cs.thumb.png,1111,2408,Manufacturer,44.903748000000000,-76.021618899999993,76,R,Canada
780,"Seeder, garden","METAL WHEELS, SEED HOPPER & FITTINGS/ WOOD FRAME & HANDLES",http://source.techno-science.ca/artifacts-artefacts/images/1967.0217.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1967.0217.001.aa.cs.thumb.png,1113,2410,Manufacturer,43.653225999999997,-79.383184299999996,76,R,Canada
781,"Box, wagon",WOOD WITH METAL PARTS,http://source.techno-science.ca/artifacts-artefacts/images/1967.0225.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1967.0225.001.aa.cs.thumb.png,1114,2419,Manufacturer,43.139386700000003,-80.264425399999993,76,R,Canada
782,"Bench, station",,http://source.techno-science.ca/artifacts-artefacts/images/1967.0229.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1967.0229.001.aa.cs.thumb.png,1115,2424,Manufacturer,43.653225999999997,-79.383184299999996,76,R,Canada
783,Streetcar,METAL/ WOOD.,http://source.techno-science.ca/artifacts-artefacts/images/1967.0233.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1967.0233.001.aa.cs.thumb.png,1116,2429,Manufacturer,40.712783700000003,-74.005941300000003,76,R,The United States
784,Stagecoach,"WOOD BODY, WHEELS, PARTS/ METAL UNDERCARRIAGE, TIRES, PARTS/ GLASS WINDOWS/ LEATHER THROUGH BRACES, STRAPS/ COATED FABRIC OR LEATHER CURTAINS & SEAT COVERINGS",http://source.techno-science.ca/artifacts-artefacts/images/1967.0236.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1967.0236.001.aa.cs.thumb.png,1117,2431,Manufacturer,43.208136600000003,-71.537571799999995,76,R,The United States
785,Trap,"WOOD BODY, WHEELS, PARTS/ METAL UNDERCARRIAGE, TIRES, PARTS/ LEATHER FALLS, SEAT BACKS/ FABRIC SEAT COVERINGS, CARPET/ COATED FABRIC DASH/ GLASS LAMPS",http://source.techno-science.ca/artifacts-artefacts/images/1967.0237.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1967.0237.001.aa.cs.thumb.png,1118,2432,Manufacturer,43.360053000000001,-80.306238999999991,76,R,Canada
786,Victoria,"WOOD BODY, WHEELS, PARTS/ METAL UNDERCARRIAGE, TIRES, PARTS/ LEATHER DASH, MUDGUARDS, COACHMAN'S SEAT TRIM, BOOT COVER/ COATED FABRIC TOP/ FABRIC SEAT COVERS/ GLASS & METAL LAMPS",http://source.techno-science.ca/artifacts-artefacts/images/1967.0239.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1967.0239.001.aa.cs.thumb.png,1120,2436,Manufacturer,40.712783700000003,-74.005941300000003,64,R,The United States
787,Phaeton,"WOOD BODY, WHEELS, PARTS/ METAL UNDERCARRIAGE, TIRES, PARTS/ COATED FABRIC TOP/ FABRIC SEAT COVERING, TOP LINING, SIDE CURTAINLINING, FLOOR MAT/ GLASS WINDOW IN TOP BACK/ LEATHER DASH",http://source.techno-science.ca/artifacts-artefacts/images/1967.0241.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1967.0241.001.aa.cs.thumb.png,1121,2439,Manufacturer,42.837263200000002,-80.304042400000000,76,R,Canada
788,"Incubator, egg",,http://source.techno-science.ca/artifacts-artefacts/images/1967.0243.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1967.0243.001.aa.cs.thumb.png,1122,2440,Manufacturer,39.924226599999997,-83.808817099999999,76,R,The United States
789,"Wagon, ladder",,http://source.techno-science.ca/artifacts-artefacts/images/1967.0245.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1967.0245.001.aa.cs.thumb.png,1123,2441,Manufacturer,43.139386700000003,-80.264425399999993,76,R,Canada
790,Airplane model,"WOOD FUSELAGE, STRUTS & PROP/ FIBRE COVERING ON WINGS & TAIL/ METAL PTS, ENGINE ETC.",http://source.techno-science.ca/artifacts-artefacts/images/1967.0246.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1967.0246.001.aa.cs.thumb.png,1124,2451,Manufacturer,52.355517700000000,-1.174319700000000,52,R,Europe
791,Airplane model,"WOOD, PLASTIC",http://source.techno-science.ca/artifacts-artefacts/images/1967.0261.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1967.0261.001.aa.cs.thumb.png,1125,2466,Manufacturer,51.507350899999999,-0.127758300000000,76,R,Europe
792,Airplane model,METAL,http://source.techno-science.ca/artifacts-artefacts/images/1967.0267.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1967.0267.001.aa.cs.thumb.png,1126,2472,Manufacturer,55.756380999999998,12.579774000000000,76,R,Europe
793,Airplane model,"AIRCRAFT PLASTIC, STAND PLASTIC BASE & METAL POST",http://source.techno-science.ca/artifacts-artefacts/images/1967.0268.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1967.0268.001.aa.cs.thumb.png,1127,2473,Manufacturer,41.081444699999999,-81.519005299999989,76,R,The United States
794,Airplane model,"WOOD, PLASTIC & METAL",http://source.techno-science.ca/artifacts-artefacts/images/1967.0273.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1967.0273.001.aa.cs.thumb.png,1128,2478,Manufacturer,51.507350899999999,-0.127758300000000,76,R,Europe
795,Helicopter model,"WOOD, METAL & PLASTIC",http://source.techno-science.ca/artifacts-artefacts/images/1967.0274.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1967.0274.001.aa.cs.thumb.png,1129,2481,Manufacturer,51.510320000000000,-0.250568000000000,76,R,Europe
796,Airplane model,"WOOD AIRFRAME, PLASTIC WINDSCREEN & WINDOWS, METAL PTS",http://source.techno-science.ca/artifacts-artefacts/images/1967.0275.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1967.0275.001.aa.cs.thumb.png,1130,2482,Manufacturer,52.355517700000000,-1.174319700000000,52,R,Europe
797,Airplane model,PLASTIC,http://source.techno-science.ca/artifacts-artefacts/images/1967.0280.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1967.0280.001.aa.cs.thumb.png,1131,2485,Manufacturer,51.580559000000001,-0.341995000000000,76,R,Europe
798,Airplane model,WOOD & PLASTIC,http://source.techno-science.ca/artifacts-artefacts/images/1967.0281.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1967.0281.001.aa.cs.thumb.png,1132,2486,Manufacturer,37.090240000000001,-95.712890999999999,52,R,The United States
799,Airplane model,PLASTIC,http://source.techno-science.ca/artifacts-artefacts/images/1967.0282.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1967.0282.001.aa.cs.thumb.png,1133,2487,Manufacturer,37.687176099999988,-97.330052999999992,76,R,The United States
800,Airplane model,PLASTIC/ WOOD/ FABRIC,http://source.techno-science.ca/artifacts-artefacts/images/1967.0285.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1967.0285.001.aa.cs.thumb.png,1134,2490,Manufacturer,51.467120999999999,-0.329003000000000,76,R,Europe
801,Airplane model,"METAL AIRFRAME, FABRIC COVER, CLEAR PLASTIC WINDSCREEN",http://source.techno-science.ca/artifacts-artefacts/images/1967.0286.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1967.0286.001.aa.cs.thumb.png,1135,2491,Manufacturer,51.580559000000001,-0.341995000000000,76,R,Europe
802,Airplane model,"WOODEN STRUCTURE WITH FABRIC COVERED WINGS, TAIL AND RUDDER/ PLASTIC ENGINE AND PROPELLER/ RUBBER TIRES/ METAL WIRES",http://source.techno-science.ca/artifacts-artefacts/images/1967.0287.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1967.0287.001.aa.cs.thumb.png,1136,2492,Manufacturer,52.355517700000000,-1.174319700000000,52,R,Europe
803,Airplane model,PLASTIC & METAL MODEL,http://source.techno-science.ca/artifacts-artefacts/images/1967.0288.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1967.0288.001.aa.cs.thumb.png,1137,2493,Manufacturer,51.467120999999999,-0.329003000000000,76,R,Europe
804,Airplane model,"METAL AIRFRAME, PAPER COVER PLASTIC PTS. & WOOD PROP & SKIDS",http://source.techno-science.ca/artifacts-artefacts/images/1967.0289.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1967.0289.001.aa.cs.thumb.png,1138,2496,Manufacturer,51.580559000000001,-0.341995000000000,76,R,Europe
805,Airplane model,METAL & PLASTIC MODEL,http://source.techno-science.ca/artifacts-artefacts/images/1967.0290.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1967.0290.001.aa.cs.thumb.png,1139,2497,Manufacturer,51.580559000000001,-0.341995000000000,76,R,Europe
806,Airplane model,"METAL; SYNTHETIC, PLASTIC",http://source.techno-science.ca/artifacts-artefacts/images/1967.0291.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1967.0291.001.aa.cs.thumb.png,1140,2498,Manufacturer,51.580559000000001,-0.341995000000000,76,R,Europe
807,Airplane model,"WOOD, FABRIC & PLASTIC",http://source.techno-science.ca/artifacts-artefacts/images/1967.0292.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1967.0292.001.aa.cs.thumb.png,1141,2499,Manufacturer,52.355517700000000,-1.174319700000000,52,R,Europe
808,Airplane model,"WOOD; FIBRE; SYNTHETIC, PLASTIC",http://source.techno-science.ca/artifacts-artefacts/images/1967.0293.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1967.0293.001.aa.cs.thumb.png,1142,2500,Manufacturer,51.467120999999999,-0.329003000000000,76,R,Europe
809,Airplane model,"METAL AIRCRAFT, PLASTIC WINDOWS, THREAD FOR SUPPORT WIRES, PLASTIC PROP, FABRIC COVER ON WINGS & TAIL",http://source.techno-science.ca/artifacts-artefacts/images/1967.0294.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1967.0294.001.aa.cs.thumb.png,1143,2501,Manufacturer,52.355517700000000,-1.174319700000000,52,R,Europe
810,Airplane model,"PLASTIC, METAL, FABRIC",http://source.techno-science.ca/artifacts-artefacts/images/1967.0295.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1967.0295.001.aa.cs.thumb.png,1144,2502,Manufacturer,51.507350899999999,-0.127758300000000,76,R,Europe
811,Airplane model,,http://source.techno-science.ca/artifacts-artefacts/images/1967.0296.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1967.0296.001.aa.cs.thumb.png,1145,2503,Manufacturer,51.580559000000001,-0.341995000000000,76,R,Europe
812,Airplane model,WOOD; FABRIC; PLASTIC,http://source.techno-science.ca/artifacts-artefacts/images/1967.0297.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1967.0297.001.aa.cs.thumb.png,1146,2504,Manufacturer,51.467120999999999,-0.329003000000000,76,R,Europe
813,Airplane model,"WOOD; FIBRE; SYNTHETIC, PLASTIC",http://source.techno-science.ca/artifacts-artefacts/images/1967.0298.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1967.0298.001.aa.cs.thumb.png,1147,2505,Manufacturer,51.580559000000001,-0.341995000000000,76,R,Europe
814,Airplane model,"PLASTIC, METAL & FABRIC",http://source.techno-science.ca/artifacts-artefacts/images/1967.0299.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1967.0299.001.aa.cs.thumb.png,1148,2506,Manufacturer,43.653225999999997,-79.383184299999996,76,R,Canada
815,Airplane model,WOOD FUSELAGE/ FABRIC WINGS AND RUDDER/ PLASTIC SKIS/ METAL PROPELLER AND CABLES,http://source.techno-science.ca/artifacts-artefacts/images/1967.0300.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1967.0300.001.aa.cs.thumb.png,1149,2507,Manufacturer,51.580559000000001,-0.341995000000000,76,R,Europe
816,Airplane model,"WOOD, PLASTIC, FABRIC",http://source.techno-science.ca/artifacts-artefacts/images/1967.0302.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1967.0302.001.aa.cs.thumb.png,1150,2509,Manufacturer,52.355517700000000,-1.174319700000000,52,R,Europe
817,Airplane model,"METAL AIRFRAME, FABRIC COVER",http://source.techno-science.ca/artifacts-artefacts/images/1967.0303.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1967.0303.001.aa.cs.thumb.png,1151,2510,Manufacturer,51.580559000000001,-0.341995000000000,76,R,Europe
818,Airplane model,FABRIC & WOOD,http://source.techno-science.ca/artifacts-artefacts/images/1967.0305.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1967.0305.001.aa.cs.thumb.png,1152,2512,Manufacturer,51.467120999999999,-0.329003000000000,76,R,Europe
819,Airplane model,"METAL AIRFRAME, FABRIC COVER, RUBBER TIRES",http://source.techno-science.ca/artifacts-artefacts/images/1967.0306.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1967.0306.001.aa.cs.thumb.png,1153,2513,Manufacturer,52.355517700000000,-1.174319700000000,52,R,Europe
820,Airplane model,"WOOD, FABRIC & PLASTIC",http://source.techno-science.ca/artifacts-artefacts/images/1967.0307.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1967.0307.001.aa.cs.thumb.png,1154,2514,Manufacturer,51.467120999999999,-0.329003000000000,76,R,Europe
821,Airplane model,"METAL AIRFRAME, PLASTIC FUSELAGE & FLOATS, FABRIC COVERING",http://source.techno-science.ca/artifacts-artefacts/images/1967.0308.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1967.0308.001.aa.cs.thumb.png,1155,2516,Manufacturer,51.467120999999999,-0.329003000000000,76,R,Europe
822,Airplane model,"WOOD, FABRIC & PLASTIC",http://source.techno-science.ca/artifacts-artefacts/images/1967.0309.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1967.0309.001.aa.cs.thumb.png,1156,2517,Manufacturer,51.580559000000001,-0.341995000000000,76,R,Europe
823,Airplane model,METAL; FIBRE,http://source.techno-science.ca/artifacts-artefacts/images/1967.0310.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1967.0310.001.aa.cs.thumb.png,1157,2518,Manufacturer,52.355517700000000,-1.174319700000000,52,R,Europe
824,Airplane model,"METAL AIRFRAME, SILK COVERING & WOOD PROP",http://source.techno-science.ca/artifacts-artefacts/images/1967.0311.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1967.0311.001.aa.cs.thumb.png,1158,2519,Manufacturer,51.467120999999999,-0.329003000000000,76,R,Europe
825,Airplane model,"PLASTIC, METAL, WOOD & FABRIC MODEL",http://source.techno-science.ca/artifacts-artefacts/images/1967.0312.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1967.0312.001.aa.cs.thumb.png,1159,2520,Manufacturer,51.467120999999999,-0.329003000000000,76,R,Europe
826,Airplane model,"METAL AIRFRAME, FIBRE COVERING, WOOD PROP, PLASTIC WHEELS & LANDING GEAR/ STAND CLEAR PLEXIGLASS",http://source.techno-science.ca/artifacts-artefacts/images/1967.0313.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1967.0313.001.aa.cs.thumb.png,1160,2521,Manufacturer,51.580559000000001,-0.341995000000000,76,R,Europe
827,Airplane model,"WOOD, FABRIC & PLASTIC MODEL",http://source.techno-science.ca/artifacts-artefacts/images/1967.0314.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1967.0314.001.aa.cs.thumb.png,1161,2522,Manufacturer,51.467120999999999,-0.329003000000000,76,R,Europe
828,Airplane model,METAL; FIBRE,http://source.techno-science.ca/artifacts-artefacts/images/1967.0315.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1967.0315.001.aa.cs.thumb.png,1162,2523,Manufacturer,51.467120999999999,-0.329003000000000,76,R,Europe
829,Airplane model,"METAL AIRFRAME, FABRIC COVERED & PLASTIC PTS",http://source.techno-science.ca/artifacts-artefacts/images/1967.0316.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1967.0316.001.aa.cs.thumb.png,1163,2524,Manufacturer,51.580559000000001,-0.341995000000000,76,R,Europe
830,Airplane model,"WOOD, METAL, PLASTIC & FABRIC",http://source.techno-science.ca/artifacts-artefacts/images/1967.0317.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1967.0317.001.aa.cs.thumb.png,1164,2525,Manufacturer,51.467120999999999,-0.329003000000000,76,R,Europe
831,Airplane model,"METAL AIRFRAME & FLOATS, FABRIC COVERING, GREY THREAD FOR WIRES",http://source.techno-science.ca/artifacts-artefacts/images/1967.0318.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1967.0318.001.aa.cs.thumb.png,1165,2526,Manufacturer,52.355517700000000,-1.174319700000000,52,R,Europe
832,Airplane model,WOOD/PLASTIC/FABRIC ?,http://source.techno-science.ca/artifacts-artefacts/images/1967.0319.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1967.0319.001.aa.cs.thumb.png,1166,2527,Manufacturer,44.022484300000002,-79.805594599999992,76,R,Canada
833,Airplane model,"FABRIC COVER, METAL AIRFRAME & PTS",http://source.techno-science.ca/artifacts-artefacts/images/1967.0320.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1967.0320.001.aa.cs.thumb.png,1167,2528,Manufacturer,52.355517700000000,-1.174319700000000,52,R,Europe
834,Airplane model,METAL; FIBRE,http://source.techno-science.ca/artifacts-artefacts/images/1967.0321.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1967.0321.001.aa.cs.thumb.png,1168,2529,Manufacturer,51.467120999999999,-0.329003000000000,76,R,Europe
835,Airplane model,WOOD/ FABRIC/ PLASTIC,http://source.techno-science.ca/artifacts-artefacts/images/1967.0322.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1967.0322.001.aa.cs.thumb.png,1169,2530,Manufacturer,52.355517700000000,-1.174319700000000,52,R,Europe
836,Airplane model,WOOD/FABRIC/PLASTIC/METAL,http://source.techno-science.ca/artifacts-artefacts/images/1967.0323.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1967.0323.001.aa.cs.thumb.png,1170,2531,Manufacturer,51.580559000000001,-0.341995000000000,76,R,Europe
837,Airplane model,AIRFRAME METAL COVERED WITH FABRIC,http://source.techno-science.ca/artifacts-artefacts/images/1967.0324.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1967.0324.001.aa.cs.thumb.png,1171,2532,Manufacturer,52.355517700000000,-1.174319700000000,52,R,Europe
838,Airplane model,"METAL AIRFRAME, PLASTIC WHEELS, SILK COVERING",http://source.techno-science.ca/artifacts-artefacts/images/1967.0325.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1967.0325.001.aa.cs.thumb.png,1172,2533,Manufacturer,51.467120999999999,-0.329003000000000,76,R,Europe
839,Airplane model,METAL; FIBRE,http://source.techno-science.ca/artifacts-artefacts/images/1967.0326.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1967.0326.001.aa.cs.thumb.png,1173,2534,Manufacturer,52.355517700000000,-1.174319700000000,52,R,Europe
840,Airplane model,"METAL AIRFRAME & COWLING/ FABRIC COVERING ON FUSELAGE, WINGS & TAIL/ PLASTIC LANDING GEAR, WHEELS, STRUTS & WINDSCREEN",http://source.techno-science.ca/artifacts-artefacts/images/1967.0327.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1967.0327.001.aa.cs.thumb.png,1174,2535,Manufacturer,52.355517700000000,-1.174319700000000,52,R,Europe
841,Airplane model,METAL,http://source.techno-science.ca/artifacts-artefacts/images/1967.0328.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1967.0328.001.aa.cs.thumb.png,1175,2536,Manufacturer,51.467120999999999,-0.329003000000000,76,R,Europe
842,Airplane model,PLASTIC MODEL,http://source.techno-science.ca/artifacts-artefacts/images/1967.0329.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1967.0329.001.aa.cs.thumb.png,1176,2537,Manufacturer,51.467120999999999,-0.329003000000000,76,R,Europe
843,Airplane model,METAL; FIBRE,http://source.techno-science.ca/artifacts-artefacts/images/1967.0330.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1967.0330.001.aa.cs.thumb.png,1177,2538,Manufacturer,51.580559000000001,-0.341995000000000,76,R,Europe
844,Airplane model,WOOD AIRFRAME & PROPS; FIBRE COVER ON WINGS & TAIL; METAL ENGINE & PARTS,http://source.techno-science.ca/artifacts-artefacts/images/1967.0331.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1967.0331.001.aa.cs.thumb.png,1178,2539,Manufacturer,51.580559000000001,-0.341995000000000,76,R,Europe
845,Propeller,Central hub made of aluminium and iron alloys/ Blades are wood with resin coating/,http://source.techno-science.ca/artifacts-artefacts/images/1967.0338.001.aa.cons.png,http://source.techno-science.ca/artifacts-artefacts/images/1967.0338.001.aa.cons.thumb.png,1179,2546,Manufacturer,48.413183900000000,-89.237998199999993,76,R,Canada
846,Propeller,"WOOD; metal, linen",http://source.techno-science.ca/artifacts-artefacts/images/1967.0341.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1967.0341.001.aa.cs.thumb.png,1180,2549,Manufacturer,45.501688899999998,-73.567256000000000,76,R,Canada
847,Propeller,"Aluminium blades with metal hub, possibly sheet metal cover over inner core of wood (?)",http://source.techno-science.ca/artifacts-artefacts/images/1967.0342.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1967.0342.001.aa.cs.thumb.png,1181,2550,Manufacturer,51.516758000000003,-0.436786000000000,76,R,Europe
848,Propeller,WOOD,http://source.techno-science.ca/artifacts-artefacts/images/1967.0344.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1967.0344.001.aa.cs.thumb.png,1182,2552,Manufacturer,43.653225999999997,-79.383184299999996,76,R,Canada
849,Propeller,wood/ metal plate on lead edges/ cloth on blade tips,http://source.techno-science.ca/artifacts-artefacts/images/1967.0345.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1967.0345.001.aa.cs.thumb.png,1183,2553,Manufacturer,40.144773200000003,-84.242444900000010,76,R,The United States
850,Propeller,OAK/ BIRCH/ BABICHE GLUE/ BABICHE ARE RAWHIDE THONGS OR LACINGS OFTEN USED IN MAKING SNOWSHOES/ THE GLUE WAS APPARENTLY MADE BY BOILING THESE RAWHIDE STRIPS,http://source.techno-science.ca/artifacts-artefacts/images/1967.0346.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1967.0346.001.aa.cs.thumb.png,1184,2554,Manufacturer,61.862797800000003,-121.353033000000000,76,R,Canada
851,Propeller,OAK/BABICHE GLUE (SEE REMARKS IN MATERIALS FOR 670346),http://source.techno-science.ca/artifacts-artefacts/images/1967.0347.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1967.0347.001.aa.cs.thumb.png,1185,2555,Manufacturer,61.862797800000003,-121.353033000000000,76,R,Canada
852,Propeller,WOOD,http://source.techno-science.ca/artifacts-artefacts/images/1967.0348.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1967.0348.001.aa.cs.thumb.png,1186,2556,Manufacturer,53.480759300000003,-2.242630500000000,76,R,Europe
853,Propeller,METAL,http://source.techno-science.ca/artifacts-artefacts/images/1967.0349.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1967.0349.001.aa.cs.thumb.png,1187,2557,Manufacturer,41.763421899999997,-72.612833899999998,76,R,The United States
854,Propeller,WOOD/ BRASS LEADING EDGE,http://source.techno-science.ca/artifacts-artefacts/images/1967.0351.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1967.0351.001.aa.cs.thumb.png,1188,2559,Manufacturer,49.899754100000003,-97.137493699999993,76,R,Canada
855,Propeller,mahogany/ BRASS TIPS,http://source.techno-science.ca/artifacts-artefacts/images/1967.0354.001.aa.cons.png,http://source.techno-science.ca/artifacts-artefacts/images/1967.0354.001.aa.cons.thumb.png,1189,2562,Manufacturer,39.290384799999998,-76.612189299999997,76,R,The United States
856,Propeller,WOOD/ METAL/ FABRIC,http://source.techno-science.ca/artifacts-artefacts/images/1967.0357.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1967.0357.001.aa.cs.thumb.png,1190,2564,Manufacturer,40.037875499999998,-76.305514400000007,76,R,The United States
857,Propeller,WOOD/ METAL,http://source.techno-science.ca/artifacts-artefacts/images/1967.0358.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1967.0358.001.aa.cs.thumb.png,1191,2566,Manufacturer,40.712783700000003,-74.005941300000003,76,R,The United States
858,Propeller,WOOD/ METAL/ FABRIC,http://source.techno-science.ca/artifacts-artefacts/images/1967.0359.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1967.0359.001.aa.cs.thumb.png,1192,2567,Manufacturer,51.507350899999999,-0.127758300000000,76,R,Europe
859,Propeller,METAL; ALUMINUM,http://source.techno-science.ca/artifacts-artefacts/images/1967.0361.001.aa.cons.png,http://source.techno-science.ca/artifacts-artefacts/images/1967.0361.001.aa.cons.thumb.png,1193,2569,Manufacturer,51.516758000000003,-0.436786000000000,76,R,Europe
860,Propeller,Cast aluminium blades with 2-part hub bolted through centre.,http://source.techno-science.ca/artifacts-artefacts/images/1967.0362.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1967.0362.001.aa.cs.thumb.png,1194,2570,Manufacturer,51.516758000000003,-0.436786000000000,76,R,Europe
861,Propeller,METAL,http://source.techno-science.ca/artifacts-artefacts/images/1967.0363.001.aa.cons.png,http://source.techno-science.ca/artifacts-artefacts/images/1967.0363.001.aa.cons.thumb.png,1195,2571,Manufacturer,51.516758000000003,-0.436786000000000,76,R,Europe
862,Propeller,"single cast aluminium blade, with multi-part wooden hub bolted through.",http://source.techno-science.ca/artifacts-artefacts/images/1967.0365.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1967.0365.001.aa.cs.thumb.png,1196,2573,Manufacturer,51.516758000000003,-0.436786000000000,76,R,Europe
863,Propeller,METAL,http://source.techno-science.ca/artifacts-artefacts/images/1967.0367.001.aa.cons.png,http://source.techno-science.ca/artifacts-artefacts/images/1967.0367.001.aa.cons.thumb.png,1197,2574,Manufacturer,41.241189700000000,-77.001078600000014,76,R,The United States
864,Propeller,METAL,http://source.techno-science.ca/artifacts-artefacts/images/1967.0368.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1967.0368.001.aa.cs.thumb.png,1198,2575,Manufacturer,41.763421899999997,-72.612833899999998,76,R,The United States
865,Propeller,METAL,http://source.techno-science.ca/artifacts-artefacts/images/1967.0369.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1967.0369.001.aa.cs.thumb.png,1199,2576,Manufacturer,41.763421899999997,-72.612833899999998,76,R,The United States
866,Propeller,METAL,http://source.techno-science.ca/artifacts-artefacts/images/1967.0370.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1967.0370.001.aa.cs.thumb.png,1200,2577,Manufacturer,41.763421899999997,-72.612833899999998,76,R,The United States
